Title,Ethnic Group,Place,Date,Subjects,Photographer's categories,Photographer's notes,Description,Photographer,Scan number,Institution,Department,Collection,Database information,Rights,Format,Date created,Date modified,Reference URL
"Lithuanian Wedding, Cleveland, OH, 1986",Lithuanian,"Cleveland, OH",1986,Capping ceremony | Marriage customs and rites | Marriage rituals,Feast and reception | Maiden to matron | Bridal apparel | Veiling | Single girlfriends,"Perhaps one million Lithuanians now live in the U.S., the greatest number in Chicago, and have been emigrating since the 19th century. Most are Roman Catholic; some are Lutheran. The first wedding I photograph keeps the most traditions, the bride wearing national dress which was woven, embroidered, and sewn especially for her. The newlyweds enter the feast under traditional handwork, a bridge of embroidered sashes, held by their attendants. For them, special dances are performed, and there are customs welcoming the bride to housewifely duties. They share a spikey wedding cake, baked over a fire. Recalling the past in the old country, the bride may carry a symbolic flame from the hearth of her childhood home, which after her marriage she might never ever visit, to the conjugal home where she will live as a wife. The newlyweds leave their celebration through gates formed by the wedding guests, exchanging kisses as they pass.--Katrina Thomas","Vilija's mother has removed the bride's veil and  has replaced it with the wimple of a married woman. All of her bridesmaids being married already, Vilija places her veil on the head of an unmarried cousin in the hope that she will be the next to marry.","Thomas, Katrina",42.11.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,12/18/2007,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/20
"Lithuanian Wedding, Chicago, IL, 1985",Lithuanian,"Chicago, IL",1985,Dowry | Capping ceremony | Marriage customs and rites | Marriage rituals,"Feast and reception | Bride | Traditional apparel | Gifts | Dowry, dowry chest | Bridal attendants","Perhaps one million Lithuanians now live in the U.S., the greatest number in Chicago, and have been emigrating since the 19th century. Most are Roman Catholic; some are Lutheran. The first wedding I photograph keeps the most traditions, the bride wearing national dress which was woven, embroidered, and sewn especially for her. The newlyweds enter the feast under traditional handwork, a bridge of embroidered sashes, held by their attendants. For them, special dances are performed, and there are customs welcoming the bride to housewifely duties. They share a spikey wedding cake, baked over a fire. Recalling the past in the old country, the bride may carry a symbolic flame from the hearth of her childhood home, which after her marriage she might never ever visit, to the conjugal home where she will live as a wife. The newlyweds leave their celebration through gates formed by the wedding guests, exchanging kisses as they pass.--Katrina Thomas","From her dowry chest, Susan brings gifts for the best man, her maid of honor, the master of ceremonies and for others who helped plan and conduct her wedding.   ","Thomas, Katrina",42.19.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,12/18/2007,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/21
"Lithuanian Wedding, Horsham, PA, 1985",Lithuanian,"Horsham, PA,",1985,Dancing | Marriage customs and rites | Marriage rituals,"Feast and reception | Dancing | Folk dance, bride | Mother | Bridal attendants","Perhaps one million Lithuanians now live in the U.S., the greatest number in Chicago, and have been emigrating since the 19th century. Most are Roman Catholic; some are Lutheran. The first wedding I photograph keeps the most traditions, the bride wearing national dress which was woven, embroidered, and sewn especially for her. The newlyweds enter the feast under traditional handwork, a bridge of embroidered sashes, held by their attendants. For them, special dances are performed, and there are customs welcoming the bride to housewifely duties. They share a spikey wedding cake, baked over a fire. Recalling the past in the old country, the bride may carry a symbolic flame from the hearth of her childhood home, which after her marriage she might never ever visit, to the conjugal home where she will live as a wife. The newlyweds leave their celebration through gates formed by the wedding guests, exchanging kisses as they pass.--Katrina Thomas","The Sadute, as performed by Danute's girlfriends, has been choreographed from fragments that were never written down but passed from one generation to another. At the end the dancers give their roses to the newlyweds.","Thomas, Katrina",42.08.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,12/18/2007,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/22
"Lithuanian Wedding, Cleveland, OH, 1986",Lithuanian,"Cleveland, OH",1986,Departure | Wedding costume | Marriage customs and rites | Marriage rituals,"Feast and reception | Farewell | Newlyweds | Conjugal home | Fire, flame | Traditional apparel","Perhaps one million Lithuanians now live in the U.S., the greatest number in Chicago, and have been emigrating since the 19th century. Most are Roman Catholic; some are Lutheran. The first wedding I photograph keeps the most traditions, the bride wearing national dress which was woven, embroidered, and sewn especially for her. The newlyweds enter the feast under traditional handwork, a bridge of embroidered sashes, held by their attendants. For them, special dances are performed, and there are customs welcoming the bride to housewifely duties. They share a spikey wedding cake, baked over a fire. Recalling the past in the old country, the bride may carry a symbolic flame from the hearth of her childhood home, which after her marriage she might never ever visit, to the conjugal home where she will live as a wife. The newlyweds leave their celebration through gates formed by the wedding guests, exchanging kisses as they pass.--Katrina Thomas","Wearing her matron's wimple, Vilija leaves the wedding celebration, carrying a lantern in which there is a flame, symbolizing her family hearth.  She takes it to light a fire in her new home with Edward.  Edward has been given a strap of Lithuanian hand embroidery, now hung around his neck.","Thomas, Katrina",42.12.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,12/18/2007,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/23
"Lithuanian Wedding, Chicago, IL, 1985",Lithuanian,"Chicago, IL",1985,Dowry | Marriage customs and rites | Marriage rituals,"Feast and reception | Bride | Traditional apparel | Gifts | Dowry, dowry chest | Bridal attendants","Perhaps one million Lithuanians now live in the U.S., the greatest number in Chicago, and have been emigrating since the 19th century. Most are Roman Catholic; some are Lutheran. The first wedding I photograph keeps the most traditions, the bride wearing national dress which was woven, embroidered, and sewn especially for her. The newlyweds enter the feast under traditional handwork, a bridge of embroidered sashes, held by their attendants. For them, special dances are performed, and there are customs welcoming the bride to housewifely duties. They share a spikey wedding cake, baked over a fire. Recalling the past in the old country, the bride may carry a symbolic flame from the hearth of her childhood home, which after her marriage she might never ever visit, to the conjugal home where she will live as a wife. The newlyweds leave their celebration through gates formed by the wedding guests, exchanging kisses as they pass.--Katrina Thomas","Traditionally the bride's dowry chest, which goes to her new home, contains gifts for her new in-laws.  However, Susan opens hers to bring out gifts for the best man, her maid of honor, the master of ceremonies, and others who helped plan her wedding.  ","Thomas, Katrina",42.18.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,12/18/2007,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/24
"Lithuanian Wedding, Horsham, PA, 1985",Lithuanian,"Horsham, PA",1985,Dancing | Marriage customs and rites | Marriage rituals,"Feast and reception | Dancing | Folk dance, bride | Mother | Bridal attendants","Perhaps one million Lithuanians now live in the U.S., the greatest number in Chicago, and have been emigrating since the 19th century. Most are Roman Catholic; some are Lutheran. The first wedding I photograph keeps the most traditions, the bride wearing national dress which was woven, embroidered, and sewn especially for her. The newlyweds enter the feast under traditional handwork, a bridge of embroidered sashes, held by their attendants. For them, special dances are performed, and there are customs welcoming the bride to housewifely duties. They share a spikey wedding cake, baked over a fire. Recalling the past in the old country, the bride may carry a symbolic flame from the hearth of her childhood home, which after her marriage she might never ever visit, to the conjugal home where she will live as a wife. The newlyweds leave their celebration through gates formed by the wedding guests, exchanging kisses as they pass.--Katrina Thomas","The bride's girlfriends dance the sadute with roses while Danute and her mother preside.  It is a sedate, stylized dance quite different from more lively East European folk dances.","Thomas, Katrina",42.09.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,12/18/2007,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/25
"Lithuanian Wedding, Horsham, PA, 1985",Lithuanian,"Horsham, PA",1985,Food ceremony--Salt and bread | Ritual food and drink | Marriage customs and rites | Marriage rituals | Reception,Post-nuptial | Welcome | Newlyweds | Bread and salt | Parents,"Perhaps one million Lithuanians now live in the U.S., the greatest number in Chicago, and have been emigrating since the 19th century. Most are Roman Catholic; some are Lutheran. The first wedding I photograph keeps the most traditions, the bride wearing national dress which was woven, embroidered, and sewn especially for her. The newlyweds enter the feast under traditional handwork, a bridge of embroidered sashes, held by their attendants. For them, special dances are performed, and there are customs welcoming the bride to housewifely duties. They share a spikey wedding cake, baked over a fire. Recalling the past in the old country, the bride may carry a symbolic flame from the hearth of her childhood home, which after her marriage she might never ever visit, to the conjugal home where she will live as a wife. The newlyweds leave their celebration through gates formed by the wedding guests, exchanging kisses as they pass.--Katrina Thomas","While a videographer records the events of the wedding reception, the couple's parents welcome Danute and Vitas with bread, salt and wine.","Thomas, Katrina",42.16.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,12/18/2007,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/26
"Lithuanian Wedding, Cleveland, OH, 1986",Lithuanian,"Cleveland, OH",1986,Food ceremony | Ritual food and drink | Marriage customs and rites | Marriage rituals,Post-nuptial | Welcome | Bride | Gifts | In-laws | Parents,"Perhaps one million Lithuanians now live in the U.S., the greatest number in Chicago, and have been emigrating since the 19th century. Most are Roman Catholic; some are Lutheran. The first wedding I photograph keeps the most traditions, the bride wearing national dress which was woven, embroidered, and sewn especially for her. The newlyweds enter the feast under traditional handwork, a bridge of embroidered sashes, held by their attendants. For them, special dances are performed, and there are customs welcoming the bride to housewifely duties. They share a spikey wedding cake, baked over a fire. Recalling the past in the old country, the bride may carry a symbolic flame from the hearth of her childhood home, which after her marriage she might never ever visit, to the conjugal home where she will live as a wife. The newlyweds leave their celebration through gates formed by the wedding guests, exchanging kisses as they pass.--Katrina Thomas","Welcoming the bride to housewifely duties Vilija has been presented with a broom and a ladle by her new in-laws, after which their parents put honey on both their lips.","Thomas, Katrina",42.17.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,12/18/2007,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/27
"Lithuanian Wedding, Cleveland, OH, 1986",Lithuanian,"Cleveland, OH",1986,Food ceremony--Wedding cake | Marriage customs and rites | Marriage rituals,"Feast and reception | Newlyweds | Sharing food, Cake | Sharing drink","Perhaps one million Lithuanians now live in the U.S., the greatest number in Chicago, and have been emigrating since the 19th century. Most are Roman Catholic; some are Lutheran. The first wedding I photograph keeps the most traditions, the bride wearing national dress which was woven, embroidered, and sewn especially for her. The newlyweds enter the feast under traditional handwork, a bridge of embroidered sashes, held by their attendants. For them, special dances are performed, and there are customs welcoming the bride to housewifely duties. They share a spikey wedding cake, baked over a fire. Recalling the past in the old country, the bride may carry a symbolic flame from the hearth of her childhood home, which after her marriage she might never ever visit, to the conjugal home where she will live as a wife. The newlyweds leave their celebration through gates formed by the wedding guests, exchanging kisses as they pass.--Katrina Thomas","After dinner, Vilija and Ed cut the ""raguolis,"" their wedding cake, the bride serving it while the bridegroom pours liqueur into glasses for each guest, who piles a plate with many pastries and cakes served at weddings.","Thomas, Katrina",42.07.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,12/18/2007,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/28
"Lithuanian Wedding, Cleveland, OH, 1986",Lithuanian,"Cleveland, OH",1986,Marriage customs and rites | Marriage rituals,Post-nuptial | Welcome | Newlyweds | Gifts,"Perhaps one million Lithuanians now live in the U.S., the greatest number in Chicago, and have been emigrating since the 19th century. Most are Roman Catholic; some are Lutheran. The first wedding I photograph keeps the most traditions, the bride wearing national dress which was woven, embroidered, and sewn especially for her. The newlyweds enter the feast under traditional handwork, a bridge of embroidered sashes, held by their attendants. For them, special dances are performed, and there are customs welcoming the bride to housewifely duties. They share a spikey wedding cake, baked over a fire. Recalling the past in the old country, the bride may carry a symbolic flame from the hearth of her childhood home, which after her marriage she might never ever visit, to the conjugal home where she will live as a wife. The newlyweds leave their celebration through gates formed by the wedding guests, exchanging kisses as they pass.--Katrina Thomas","Although Vilija will continue to pursue a career, she holds in one hand the ladle and broom welcoming her as a housewife, and puts her other hand through Edward's arm.  His family has maintained traditional customs of the old country even when they may less accurately reflect the roles of modern married couples in the U.S.","Thomas, Katrina",42.10.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,12/18/2007,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/29
"Puerto Rican Wedding, New York, NY, 1985",Puerto Rican,"New York, NY",1985,Wedding costume | Wedding costume--Wedding dress | Marriage customs and rites,"Post-nuptial | Documentation | Location | Bride, bridal attendants | ","A great many Puerto Ricans emigrated from the Commonwealth in the 1940's and 1950's to New York City where their culture is convenient to me because they live in East Harlem, known as El Barrio, close to my own apartment in Manhattan.  Most of them are Catholics and keep no special customs.  If bridal portraits are not taken in a picture studio, the newlyweds like to pose in the country setting of Central Park, which is not only handy but available at no cost, if the weather obliges.--Katrina Thomas",For a wedding portrait in a Central Park setting the bridesmaids have contributed their bouquets for the photograph of Evelyn with her junior bride.  An Hispanic tradition is for the junior bride to wear an identical bridal gown and veil.,"Thomas, Katrina",50.07.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,12/18/2007,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/30
"Puerto Rican Wedding, New York, NY, 1973",Puerto Rican,"New York, NY",1973,Dancing | Reception | Marriage customs and rites | Marriage rituals,Feast and reception | Location | Dancing | Bridal attendants | ,"A great many Puerto Ricans emigrated from the Commonwealth in the 1940's and 1950's to New York City where their culture is convenient to me because they live in East Harlem, known as El Barrio, close to my own apartment in Manhattan.  Most of them are Catholics and keep no special customs.  If bridal portraits are not taken in a picture studio, the newlyweds like to pose in the country setting of Central Park, which is not only handy but available at no cost, if the weather obliges.--Katrina Thomas",Bridesmaids and groomsmen dance together at a reception on 116th Street.  Hispanic salsa and samba have given way to a romantic fox trot.,"Thomas, Katrina",50.10.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,12/18/2007,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/31
"Puerto Rican Wedding, New York, NY, 1971",Puerto Rican,"New York, NY",1971,Marriage customs and rites,Post-nuptial | Location | Conveyance | Newlyweds | Bridegroom emissaries | ,"A great many Puerto Ricans emigrated from the Commonwealth in the 1940's and 1950's to New York City where their culture is convenient to me because they live in East Harlem, known as El Barrio, close to my own apartment in Manhattan.  Most of them are Catholics and keep no special customs.  If bridal portraits are not taken in a picture studio, the newlyweds like to pose in the country setting of Central Park, which is not only handy but available at no cost, if the weather obliges.--Katrina Thomas","Their pictures having been taken in a studio on 116th Street, Carmen, her husband and two groomsmen, prepare to ride in a rented limousine around the neighborhood.  They will be followed by friends in cars blowing their horns.","Thomas, Katrina",50.09.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,12/18/2007,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/32
